Depth (ft),%Na,%Mg,%Al,%Si,%P,%S,%K,%Ca,%Ti,%Mn,%Fe,V ppm,Cr ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,As ppm,Pb ppm,Th ppm,Rb ppm,U ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Quartz,Dolomite,Illite,Calcite,Gypsum,Microclin,Albite,Pyrite,Kaolinite,Modeled Quartz,Modeled Dolomite,Modeled Illite,Modeled Calcite,Modeled Gypsum,Modeled Microclin,Modeled Albite,Modeled Pyrite,Modeled Kaolinite
5674.6669999999995,0.1403,0.8915,0.2919,2.6024,0.0,0.9533,0.1486,35.0824,0.0231,0.0134,1.0578,49,14,5,19,16,11,3,7,7,3,16,0,236,19,22,2,0,,,,,,,,,,2.6327014,6.449124,4.4331837,64.76758,6.527806,4.9712334,4.187994,5.0642967,3.7396636
5675.3330000000005,0.1717,1.2971,0.2626,2.5113,0.0,1.3687,0.1504,36.1621,0.0301,0.0133,1.0145,49,14,5,20,18,6,2,8,7,3,18,0,221,20,28,1,0,,,,,,,,,,2.8946817,7.396574,4.593845,66.18298,6.7523074,4.995424,4.3222885,5.4943047,3.5670311
5675.6669999999995,0.1398,0.2365,0.7526,3.6188,0.0,0.695,0.2511,32.6026,0.036000000000000004,0.0136,0.9745,52,16,6,11,14,5,3,7,9,3,14,0,212,20,28,3,0,2.5,3.7,3.6,64.9,6.0,4.4,2.7,6.6,5.5,2.8056653,5.425857,4.347053,62.73867,6.4097967,4.7073007,3.8858078,4.470913,4.045766
5676.0,0.1134,1.083,0.2008,2.1825,0.0,1.0295,0.1183,35.647,0.0261,0.0128,1.2406,43,6,4,28,16,5,0,24,15,3,14,0,257,13,17,0,0,,,,,,,,,,2.5475628,6.7055783,4.44403,65.38223,6.5503125,5.1136675,4.291604,5.2101874,3.649761
5676.3330000000005,0.1977,0.0,0.6961,3.6655,0.0,1.2323,0.2711,29.1825,0.059000000000000004,0.0132,1.2165,33,21,6,29,15,15,6,32,14,4,33,0,260,24,62,4,0,,,,,,,,,,2.9828165,5.234277,4.1254687,58.05773,6.088969,4.343397,3.525477,4.08011,3.8118494
5676.6669999999995,0.0866,0.9806,0.3715,2.8045,0.0,1.2745,0.1593,34.2187,0.031,0.013000000000000001,1.2101,51,13,4,20,14,19,4,15,12,3,21,0,282,18,32,2,0,,,,,,,,,,2.8992555,6.842321,4.4627233,64.04966,6.571261,4.863988,4.125759,5.1220613,3.615289
5677.0,0.2254,0.0,1.0278,4.5452,0.1488,1.6599,0.2552,28.3875,0.0608,0.013999999999999999,1.1226,55,30,1,36,26,40,14,28,17,6,26,35,4468,0,0,11,0,,,,,,,,,,3.672321,5.834822,4.270563,57.91119,6.232725,4.23483,3.4714289,4.1468444,3.8461401
5677.3330000000005,0.1792,1.0562,0.474,2.6063,0.0,1.2847,0.1439,34.0961,0.0245,0.0137,1.0066,52,13,6,16,13,8,5,10,10,3,14,0,228,17,28,2,0,2.7,3.7,3.0,66.0,6.1,4.5,4.6,6.1,3.3,2.8478608,6.8562245,4.4194202,63.363773,6.4976,4.781274,4.0867934,5.1238027,3.5465708
5677.6669999999995,0.2408,0.3707,0.1836,2.1078,0.0,0.4045,0.1063,36.4214,0.0163,0.0139,0.9019,33,9,6,12,16,10,3,8,8,2,9,0,212,15,18,0,0,,,,,,,,,,2.029633,5.10454,4.338622,66.19968,6.406162,5.255222,4.27509,4.698266,4.175357
5678.3330000000005,0.1891,0.6948,0.3189,2.5279,0.0,0.3194,0.1472,34.351,0.0221,0.0135,0.9940000000000001,45,3,5,14,17,6,4,4,7,3,11,0,207,13,22,2,0,,,,,,,,,,2.256155,5.6525064,4.2481966,63.292606,6.2596707,4.9582963,4.091822,4.737632,3.814093
5678.6669999999995,0.183,0.4714,0.0688,2.0656,0.0,0.2377,0.1086,36.2109,0.0225,0.0137,0.8334,40,6,7,8,9,7,3,8,7,2,9,4,208,16,18,1,0,,,,,,,,,,1.9385939,5.141396,4.2743387,65.34014,6.304138,5.1947393,4.241801,4.704073,4.068122
5679.0,0.1377,0.5814,0.6784,3.2093,0.0,0.7204,0.2257,34.6515,0.0361,0.0137,0.9011,37,15,6,14,14,10,4,5,8,3,20,0,207,15,40,2,0,2.6,6.2,3.3,59.6,6.5,4.1,6.2,5.5,6.0,2.7437656,5.9557066,4.475393,65.16965,6.5935626,4.9191446,4.1207786,4.848742,4.005521
5679.3330000000005,0.0928,0.0379,0.5205,3.6252,0.0,0.5294,0.1786,33.4519,0.0352,0.0136,0.9943,49,22,5,13,14,8,6,6,9,3,14,0,191,18,29,3,0,,,,,,,,,,2.6515844,5.0599666,4.361931,63.824326,6.437056,4.829405,3.9511526,4.4059267,4.221874
5679.6669999999995,0.2037,0.8554,1.1806,4.5671,0.015,0.9888,0.2966,31.901,0.0653,0.0137,1.1295,45,22,5,28,18,22,6,16,12,4,19,0,570,11,29,1,0,,,,,,,,,,3.6596172,7.028073,4.5632424,62.942486,6.6537027,4.6555777,3.9443219,4.9353604,3.7623484
5680.0,0.2131,0.0,0.3458,2.7806,0.0,1.5596,0.149,29.8821,0.0289,0.0134,1.1313,45,12,4,8,15,11,4,9,10,3,19,0,269,13,27,3,0,,,,,,,,,,2.7140057,5.1407566,4.040745,57.689934,5.960625,4.392997,3.556796,4.094296,3.7321615
5680.3330000000005,0.2747,0.2033,0.4077,2.8859,0.0,1.0732,0.1606,31.9451,0.0278,0.013000000000000001,1.1998,42,13,5,23,18,14,6,13,12,3,18,0,307,13,25,2,0,4.3,5.9,3.7,56.5,9.6,4.9,4.4,6.3,4.3,2.6206582,5.332829,4.1990247,61.005775,6.1996374,4.703845,3.822557,4.3654513,3.8778794
5680.6669999999995,0.1423,0.5637,0.2865,2.4988,0.0,0.7394,0.1284,34.5714,0.0194,0.0135,0.9724,42,14,8,14,16,13,4,10,10,3,11,8,297,13,22,2,0,,,,,,,,,,2.3964553,5.6926694,4.311545,63.824142,6.3542733,4.9502344,4.0949597,4.7465186,3.8862772
5681.0,0.1494,0.5827,1.9456,3.9839,0.3742,0.9784,0.1732,31.005,0.0507,0.0142,0.9329999999999999,47,25,8,39,34,46,15,20,18,7,25,62,7307,0,0,16,0,,,,,,,,,,3.3752143,6.140401,4.4585977,62.08442,6.556416,4.500866,3.7929208,4.603434,3.913637
5681.3330000000005,0.1648,0.7374,0.3806,2.5861,0.0,0.8887,0.1348,35.2271,0.0238,0.0136,0.8614,44,12,6,18,17,5,5,7,9,3,12,0,286,13,25,0,0,,,,,,,,,,2.5614266,6.120577,4.418988,64.847,6.504046,4.949738,4.1638465,4.956917,3.8567846
5681.6669999999995,0.126,0.8967,0.2013,2.6154,0.0,1.4297,0.1292,34.236,0.0232,0.0134,1.0643,59,14,7,19,18,16,6,5,9,3,16,0,273,16,26,2,0,2.3,5.0,3.1,66.0,8.1,3.2,2.9,6.0,3.4,2.8345003,6.7206354,4.4174724,63.45553,6.498097,4.797397,4.081534,5.069072,3.6012268
5682.0,0.1895,0.3024,0.4613,2.7807,0.0,1.5541,0.174,32.4064,0.0296,0.0134,1.0128,42,11,3,23,16,14,3,9,10,3,14,1,300,15,28,1,0,,,,,,,,,,2.825833,5.7484546,4.291043,61.549927,6.3248606,4.64379,3.8469586,4.538678,3.831027
5682.3330000000005,0.1843,0.3662,0.4508,3.3901,0.0,1.4004,0.1879,32.8968,0.0374,0.0136,1.0034,34,17,6,22,15,12,3,9,10,3,21,1,248,17,29,1,2,,,,,,,,,,3.0233715,6.02813,4.412752,62.746952,6.4983406,4.6412096,3.9010832,4.6839757,3.883975
5682.6669999999995,0.1613,0.9434,0.3804,3.0665,0.0,1.1562,0.1544,32.1779,0.0352,0.0135,1.0732,39,16,6,15,15,18,4,9,11,3,19,0,366,14,28,1,3,,,,,,,,,,2.9397178,6.702572,4.2844515,60.618687,6.2817063,4.5639753,3.880496,4.889155,3.43787
5683.0,0.1737,0.2104,0.3339,2.5069999999999997,0.0,0.503,0.152,34.2371,0.0237,0.0133,1.0276,36,9,6,20,20,16,7,5,8,4,16,0,759,3,17,3,0,1.8,5.5,6.6,64.2,5.1,6.3,3.4,3.9,3.3,2.2068963,4.9461827,4.239597,63.692097,6.263306,5.0216837,4.0526805,4.4459352,4.1006174
5683.3330000000005,0.1761,0.6745,0.4453,3.0087,0.0,1.153,0.1863,33.1308,0.0316,0.013000000000000001,1.2256,40,10,2,29,15,10,4,27,18,3,17,0,319,19,35,2,0,,,,,,,,,,2.8494065,6.278432,4.372296,62.827446,6.445062,4.7816463,3.9936202,4.8200293,3.7245824
5683.6669999999995,0.1802,0.4854,0.5207,3.2018,0.0,0.9161,0.1825,33.2894,0.0316,0.0139,0.9997,31,22,3,18,17,13,5,22,16,4,22,0,289,15,37,3,0,,,,,,,,,,2.772226,5.8685036,4.3616376,62.990387,6.424935,4.749095,3.963371,4.6885805,3.8804495
5684.3330000000005,0.2116,0.7557,0.2215,2.5244,0.0,0.598,0.1531,35.529,0.0146,0.0139,0.9057,45,14,6,20,22,4,2,14,11,3,18,2,272,10,24,0,0,,,,,,,,,,2.386403,5.9848943,4.379261,64.96145,6.447962,5.02529,4.2017593,4.944634,3.8589478
5684.6669999999995,0.2725,0.3643,2.0693,7.1225,0.0,2.2003,0.5859,22.9395,0.1432,0.0136,1.7678,46,28,4,28,17,25,10,33,19,5,53,3,301,21,80,5,4,3.0,4.0,3.2,69.2,5.8,3.4,2.4,5.7,3.4,5.699391,7.844322,4.394133,53.723507,6.128262,4.338623,3.3104734,4.077871,3.6111107
5685.0,0.1776,1.0737,0.4039,2.6630000000000003,0.0,0.7983,0.1642,34.9588,0.0266,0.013000000000000001,1.1271,46,8,5,17,16,7,4,18,13,3,18,0,240,19,28,2,0,,,,,,,,,,2.6560023,6.6736655,4.4391932,64.72491,6.5359807,4.980824,4.208924,5.150127,3.6540494
5685.3330000000005,0.20800000000000002,1.4804,0.4501,2.6134,0.0,1.5164,0.1649,34.1987,0.0381,0.0134,1.1986,53,10,6,21,13,7,5,23,14,3,20,0,214,24,30,2,0,,,,,,,,,,3.1758566,7.8090467,4.4845386,63.480213,6.52934,4.9429207,4.2089796,5.414716,3.3307824
5685.6669999999995,0.187,0.156,0.2441,2.5289,0.0,1.5162,0.1517,32.9727,0.0318,0.0126,1.3471,43,15,5,22,10,16,6,35,19,3,20,6,268,17,28,3,2,,,,,,,,,,2.6552138,5.4686394,4.29144,62.64702,6.347147,4.881836,3.9480636,4.478612,3.9540112
5686.0,0.2956,0.0,0.0476,2.43,0.0,1.4323,0.1014,29.3999,0.012,0.012,1.4716,37,0,1,27,18,18,6,26,13,3,18,0,232,20,27,2,0,1.8,4.9,4.2,64.8,6.6,5.7,2.8,4.6,4.4,2.4764526,4.9662204,3.912978,56.634453,5.7852144,4.4748187,3.5445645,3.9947264,3.6283705
5686.3330000000005,0.1526,0.6155,0.2026,2.396,0.0,0.6114,0.1559,36.3537,0.0244,0.0135,1.0752,62,12,6,19,20,16,2,10,9,3,19,0,245,24,21,2,0,,,,,,,,,,2.3177204,5.77153,4.441694,66.64926,6.556609,5.2390957,4.316153,4.9303837,4.040302
5686.6669999999995,0.1817,0.1092,0.6339,3.2392,0.0,0.4353,0.2283,34.518,0.0395,0.0135,0.9768,43,17,6,16,15,12,4,10,10,3,22,0,232,19,37,0,0,,,,,,,,,,2.4973931,5.01016,4.4015307,65.33522,6.5032578,5.030703,4.0891643,4.488924,4.301421
5687.0,0.1548,0.8174,0.6588,3.3136,0.0194,0.9768,0.2555,34.0616,0.0467,0.0134,1.1913,43,17,6,20,16,18,5,20,15,4,21,0,232,25,32,2,0,,,,,,,,,,2.973533,6.55504,4.5137863,64.78445,6.6535206,4.8925877,4.121243,5.0110674,3.808499
5687.3330000000005,0.1696,0.2749,0.5288,2.9845,0.0,0.7599,0.2237,34.943000000000005,0.0376,0.0135,1.1015,47,17,5,18,18,8,6,21,15,3,18,5,230,23,28,2,0,3.4,5.7,4.3,66.8,6.1,3.9,3.5,4.0,2.3,2.5785587,5.4317727,4.454527,65.88247,6.583105,5.093474,4.161456,4.6688843,4.2000785
5687.6669999999995,0.1554,0.9439,0.3173,2.7747,0.0,0.4536,0.1862,36.113,0.0295,0.0134,1.1228,44,19,7,21,12,13,4,19,13,3,16,0,237,20,21,1,0,,,,,,,,,,2.5060692,6.356756,4.494375,66.540665,6.624833,5.168057,4.3282304,5.1395974,3.8671803
5688.0,0.38299999999999995,0.0,0.8012,4.2305,0.0,1.4558,0.3684,24.2065,0.0834,0.0129,1.7039,41,31,0,72,27,19,7,64,3,4,37,0,328,20,51,4,0,,,,,,,,,,3.5269315,5.5399528,3.8153577,51.36702,5.5096126,4.1819572,3.1725476,3.61718,3.4405205
5688.3330000000005,0.1085,0.7491,0.9407,3.1622,0.1229,1.5458,0.2528,32.742,0.0357,0.0137,1.1028,52,21,3,28,17,23,8,14,13,5,20,10,2414,0,0,7,0,,,,,,,,,,3.2205787,6.6571736,4.4675136,63.019505,6.55835,4.744271,3.9838526,4.890607,3.7335656
5688.6669999999995,0.11,0.0,0.4846,2.8375,0.0823,1.077,0.2029,33.3509,0.0341,0.0135,1.2172,52,17,3,28,22,18,8,28,16,4,21,5,992,5,8,3,0,2.1,5.7,5.6,60.2,6.6,4.7,4.7,6.8,3.5,2.575801,5.045912,4.321366,63.65857,6.394705,4.9519386,3.97907,4.372065,4.174278
5689.0,0.1341,0.7633,0.1612,2.1569,0.0103,1.1212,0.1365,35.8132,0.0198,0.0131,1.1028,50,16,6,17,17,12,3,15,11,3,18,4,319,17,17,2,0,,,,,,,,,,2.4810183,6.2154145,4.4338193,65.62566,6.538905,5.1217394,4.2619967,5.030258,3.8413038
5689.3330000000005,0.1725,0.5883,0.244,2.4161,0.0,0.327,0.1592,35.796,0.0196,0.0137,0.8483,41,9,6,8,14,4,1,5,7,3,17,0,247,18,18,0,0,,,,,,,,,,2.1778667,5.498917,4.3354692,65.26199,6.389711,5.1092834,4.216974,4.7983966,4.0027165
5689.6669999999995,0.1568,0.5342,0.08,2.1453,0.0,0.3441,0.1184,35.6717,0.0192,0.0134,0.9386,33,9,7,11,14,6,5,1,6,3,12,0,225,14,19,1,0,,,,,,,,,,2.0383003,5.328545,4.267478,64.74639,6.294405,5.140318,4.204023,4.7234626,3.9795694
5692.3330000000005,0.207,0.9242,0.1968,2.2352,0.0,0.3659,0.1417,36.1424,0.0174,0.0132,0.9311,45,13,5,15,14,7,3,9,9,3,12,0,204,21,22,2,0,1.7,6.8,5.5,59.3,6.0,4.7,6.7,4.9,4.5,2.2100585,6.04256,4.3633723,65.46335,6.4258223,5.1416936,4.2893023,5.0360036,3.813859
5692.6669999999995,0.14800000000000002,0.0,0.1065,2.3303,0.0,0.5389,0.1306,33.6811,0.0192,0.0136,0.8256,33,9,7,15,14,6,4,7,7,3,11,5,217,14,27,1,0,,,,,,,,,,2.0418062,4.5123262,4.1080785,62.030483,6.0623918,4.885029,3.924773,4.231718,4.095408
5693.0,0.1361,1.0029,0.1566,2.267,0.0174,0.7132,0.1719,36.3712,0.0202,0.0135,1.0498,63,10,6,15,15,8,3,15,11,3,17,0,239,22,26,2,0,,,,,,,,,,2.4040964,6.4315157,4.4513216,66.15811,6.5580254,5.1712203,4.337498,5.181373,3.7750268
5693.3330000000005,0.1517,1.9002,0.7216,2.9794,0.0074,1.986,0.1935,33.9896,0.0361,0.0127,1.5431,65,17,4,43,18,19,8,37,12,3,17,0,255,22,23,1,0,,,,,,,,,,3.8972552,9.088117,4.6447444,64.1258,6.6537538,5.2303486,4.3786087,5.729268,3.1937776
5693.6669999999995,0.1262,1.025,0.5248,2.8413,0.0394,1.7661,0.2032,34.1887,0.027000000000000003,0.0131,1.2931,60,11,5,17,17,16,4,18,13,3,14,0,200,14,26,2,0,2.6,4.9,4.8,64.7,7.6,3.7,3.9,4.0,3.8,3.2529407,7.2850294,4.5532703,64.54194,6.662966,4.9763713,4.184491,5.2108946,3.6264548
5694.0,0.2629,0.7178,0.4111,2.7502,0.0,0.78,0.1921,34.9987,0.0279,0.0133,1.0591,45,11,6,17,17,14,5,21,16,3,17,0,210,17,28,0,0,,,,,,,,,,2.5869634,6.09745,4.430044,65.07336,6.5307016,5.0145154,4.180143,4.931364,3.8839717
5694.3330000000005,0.1594,0.054000000000000006,0.609,2.9339999999999997,0.0,0.2733,0.2236,34.7024,0.0414,0.0136,0.9154,42,16,6,13,9,6,4,4,7,3,13,0,208,19,24,1,0,,,,,,,,,,2.2792711,4.699644,4.3345227,65.18236,6.4072814,5.0875454,4.098265,4.3998733,4.338365
5694.6669999999995,0.1006,0.2627,0.3806,3.5568,0.0,0.3672,0.2485,34.8785,0.0336,0.0138,0.8193,45,15,6,11,16,5,4,9,9,3,19,4,177,22,35,1,4,,,,,,,,,,2.587427,5.3736653,4.4388056,65.320694,6.5409875,4.9320416,4.0939865,4.6527014,4.1982846
5695.3330000000005,0.1111,0.6811,0.2971,2.5329,0.0,0.3287,0.1682,36.9801,0.035,0.0134,0.9614,36,9,6,8,12,3,3,6,9,2,15,0,208,23,23,1,3,,,,,,,,,,2.2775908,5.7694697,4.4853663,67.56835,6.617284,5.292655,4.379956,4.997588,4.102574
5695.6669999999995,0.1671,0.3988,0.7873,3.3687,0.0,0.7163,0.278,34.041,0.0369,0.0131,1.0919,51,19,4,12,13,14,7,11,11,4,24,0,191,23,38,1,0,,,,,,,,,,2.7808094,5.6961474,4.4656115,65.06144,6.593471,4.9543915,4.0854177,4.696279,4.1026874
5696.0,0.2432,0.0,0.4965,3.2344,0.0,0.4327,0.207,32.5289,0.0306,0.0139,0.9362,37,17,6,7,11,9,5,4,8,3,19,0,174,19,44,2,0,5.6,4.2,4.1,63.1,7.2,4.3,4.4,4.5,2.6,2.422412,4.7295203,4.1915383,61.821342,6.186071,4.7509174,3.8412106,4.2156153,4.12028
5696.3330000000005,0.2196,0.5542,0.183,2.2065,0.0,0.1944,0.1317,36.7333,0.0133,0.0137,0.867,41,10,6,12,12,12,5,0,7,3,15,0,243,24,26,3,0,,,,,,,,,,2.0222101,5.3333883,4.359188,66.486916,6.4305544,5.2673836,4.319401,4.8226576,4.1077466
5696.6669999999995,0.1401,0.6659,0.3572,2.7017,0.0,0.4798,0.1601,35.9163,0.0283,0.0135,0.9129999999999999,36,16,6,17,12,10,4,7,10,3,18,0,218,21,26,1,0,,,,,,,,,,2.4084244,5.8395524,4.438889,66.04021,6.5414753,5.1048784,4.250415,4.926537,4.005086
5697.0,0.1376,1.2258,0.2425,2.4445,0.009000000000000001,1.3659999999999999,0.1436,35.3529,0.0208,0.0129,1.3464,53,9,5,25,19,16,8,34,22,3,16,0,207,23,20,2,0,,,,,,,,,,2.8727286,7.265424,4.5274286,65.41845,6.6588273,5.068694,4.294216,5.3639097,3.548107
5697.3330000000005,0.3102,0.0,0.2753,3.5555,0.0,0.2168,0.2197,31.4856,0.0333,0.013999999999999999,0.8144,39,10,7,12,10,7,5,1,5,3,20,4,185,21,63,2,0,2.5,3.3,3.0,68.9,6.2,5.4,4.1,4.2,2.3,2.4018414,4.6739564,4.078784,59.69968,6.0057635,4.5280395,3.6894865,4.111781,3.9811566
5697.6669999999995,0.2484,0.5564,0.4794,3.3945,0.0,0.41700000000000004,0.2163,34.6989,0.0279,0.0135,0.888,43,14,7,17,16,5,3,9,9,3,14,0,179,21,42,2,3,,,,,,,,,,2.63993,5.820139,4.436887,64.91183,6.5332885,4.906175,4.1095457,4.81165,4.007676
5698.3330000000005,0.1838,0.0,1.1192,5.069,0.0,0.3945,0.3816,31.8078,0.06,0.0143,0.9033,29,27,6,16,12,10,4,4,8,3,20,3,203,24,57,4,4,,,,,,,,,,3.2473319,5.3441525,4.4920573,63.380745,6.6209936,4.5517373,3.7951646,4.370501,4.281631
5698.6669999999995,0.2147,0.6404,0.4826,3.7331,0.0099,0.2591,0.2763,34.1429,0.0428,0.0141,0.8197,43,17,6,12,18,5,5,1,10,4,24,0,995,2,29,3,0,,,,,,,,,,2.7207446,5.9596567,4.418892,64.096115,6.498538,4.787178,4.046386,4.8223414,3.9216902
5699.0,0.1883,0.0,0.5045,3.7261,0.0,0.2877,0.3013,32.6066,0.0441,0.0141,0.8064,47,20,6,16,12,10,6,7,9,4,29,0,426,21,49,4,0,3.2,5.6,4.9,65.3,5.6,5.1,2.8,5.2,2.2,2.5510921,4.823572,4.2486367,62.173088,6.263144,4.691531,3.833843,4.257489,4.1595345
5699.3330000000005,0.4016,0.6123,7.1968,27.3615,0.0848,1.0557,2.2838,4.5448,0.3759,0.0225,1.5439,65,124,3,45,14,26,14,3,10,9,104,14,1214,0,262,14,17,,,,,,,,,,27.00566,15.361086,7.135058,20.30458,7.9124837,4.8491554,3.3874843,5.2488637,3.209348
5699.6669999999995,0.42100000000000004,0.7442,7.4679,27.8626,0.0386,0.9947,2.4167,4.3176,0.4375,0.0234,1.56,49,109,3,37,10,16,11,3,10,8,103,2,115,31,271,13,16,,,,,,,,,,27.42306,16.004162,7.221856,20.059908,7.9564314,4.9206066,3.4828136,5.390914,3.2459438
5700.0,0.3424,1.5472,7.0047,24.1557,0.0415,1.1094,2.2536,8.4126,0.3894,0.0205,1.881,60,105,6,40,16,18,10,9,12,8,106,6,144,30,263,14,21,27.7,6.2,7.0,33.7,10.1,5.3,2.8,4.4,2.8,25.997019,16.492304,7.169363,27.011719,8.6139965,5.847116,3.3503816,4.512508,3.3988984
5700.3330000000005,0.3273,1.2313,6.2067,18.832,0.0404,1.6998,1.7683,11.6485,0.3134,0.0188,2.1509,23,87,5,45,14,26,14,18,17,8,105,3,187,31,208,11,9,,,,,,,,,,21.024252,12.832243,6.4706984,35.47367,8.180186,5.8620896,3.197873,3.9943435,3.3388155
5700.6669999999995,0.2807,0.9032,7.4932,21.6795,0.0408,1.5731,2.3705,8.7665,0.3923,0.0187,2.1658,29,92,5,56,16,28,13,15,15,9,124,0,172,29,224,12,19,,,,,,,,,,25.360086,12.932227,7.0525618,30.271238,8.781742,6.404225,3.19513,3.7216985,3.5363827
5703.3330000000005,0.3757,0.5985,4.1243,14.8904,0.0156,0.7779,1.187,16.5903,0.2395,0.0174,1.6325,23,73,5,27,11,18,8,7,10,6,79,4,232,37,263,11,27,21.0,11.7,4.6,41.9,6.6,4.8,2.7,4.0,2.8,11.927135,10.038874,5.3230286,46.970375,7.0638657,4.373115,3.0244555,3.9868808,3.7244124
5703.6669999999995,0.4537,0.0,3.3941,14.0344,0.0,0.5519,1.1019,15.6745,0.2202,0.0177,1.4268,7,68,4,23,14,6,6,9,10,5,50,0,211,37,251,9,13,,,,,,,,,,10.460577,8.461249,4.9075913,44.701874,6.5831256,3.8823113,2.6969016,3.4616156,3.754241
5704.0,0.1442,0.2868,0.7791,3.6717,0.0,0.1702,0.3657,33.8501,0.0396,0.0143,0.7877,37,18,6,20,15,13,6,2,10,5,28,1,1055,1,22,4,0,,,,,,,,,,2.6053832,5.2493205,4.384856,64.32772,6.464518,4.8639903,4.0134597,4.536224,4.174305
5704.3330000000005,0.2102,0.0,0.5149,3.7186,0.0,0.2981,0.3284,33.7849,0.0384,0.0143,0.7989,34,15,7,20,16,13,6,4,7,4,21,13,910,3,24,4,0,,,,,,,,,,2.5636678,4.8885303,4.3571653,64.12258,6.4273353,4.847591,3.966705,4.378917,4.2868524
5704.6669999999995,0.1961,0.0828,0.7093,3.8632,0.0,0.1867,0.35600000000000004,33.5445,0.0423,0.0142,0.7922,33,23,8,20,18,12,5,8,9,4,28,8,760,10,31,5,0,2.5,4.7,2.6,70.9,5.0,3.4,3.6,3.6,3.6,2.623294,4.98565,4.370515,64.067444,6.4458656,4.824767,3.9593503,4.4038057,4.2645288
5705.0,0.1864,0.209,0.8284,4.4292,0.0,0.1903,0.3864,32.3368,0.0437,0.0146,0.8084,36,22,7,14,14,4,4,6,7,4,27,0,293,24,63,3,0,,,,,,,,,,2.89849,5.354908,4.374963,62.72713,6.4420567,4.608433,3.8405766,4.437573,4.1125255
5705.3330000000005,0.2967,1.7521,3.5636,16.5164,0.0357,1.1718,1.0391,15.1872,0.1848,0.0182,2.0146,44,79,5,35,12,24,8,11,12,6,68,0,200,30,220,9,14,,,,,,,,,,15.457202,13.297634,5.671616,40.202103,7.239112,4.825281,3.16341,4.5773554,2.8969207
5705.6669999999995,0.3822,2.8002,4.6787,23.6922,0.0943,0.7053,1.4221,9.8766,0.2865,0.0212,1.9576,54,105,6,24,12,27,10,14,14,7,82,9,697,18,258,12,16,,,,,,,,,,23.472765,24.225094,6.6778274,22.75097,8.038343,5.0401335,3.1970928,4.3840365,3.676139
5706.3330000000005,0.3618,2.5622,5.7978,22.5291,0.0951,1.2001,1.7275,9.5333,0.3111,0.0205,2.3368,26,91,4,37,16,27,13,8,12,8,89,11,1010,7,229,12,11,27.9,20.8,7.1,21.9,8.2,4.3,2.9,4.1,2.8,24.147312,21.397133,6.795731,25.245165,8.226257,5.7409353,3.3432086,4.3409815,3.4983692
5706.6669999999995,0.3085,1.9517,6.0356,24.198,0.1158,1.2111,1.9337,7.8479,0.3322,0.0218,2.3289,72,99,4,34,12,28,13,7,12,8,96,13,1080,3,218,13,13,,,,,,,,,,25.157509,19.748173,6.9073195,23.46283,8.087799,5.55896,3.4259157,4.6936464,3.3866239
5707.0,0.402,1.9534,5.5852,23.6233,0.0955,1.0517,1.8514,7.7226,0.3102,0.0213,2.0922,50,98,6,45,14,24,11,13,13,8,93,23,1151,3,220,13,12,,,,,,,,,,24.14859,19.807552,6.662713,22.243746,7.8023043,5.2200503,3.264953,4.5349026,3.331006
5707.3330000000005,0.3791,1.4509,6.4877,20.8145,0.0488,0.9558,2.165,11.7324,0.3459,0.0186,1.7447,22,98,5,24,8,18,12,10,13,8,110,13,148,31,282,14,19,29.3,15.2,6.4,27.6,7.0,4.5,2.8,4.4,2.7,22.465664,13.423751,6.7857447,35.26086,8.566377,5.8845725,3.2351613,4.1932487,3.3638132
5707.6669999999995,0.3669,2.0158,6.2982,26.4411,0.0588,0.7681,1.9719,6.4749,0.3577,0.0224,1.7894,63,106,4,33,10,20,11,12,13,8,96,5,120,35,271,13,20,,,,,,,,,,25.666485,21.736706,6.96327,19.729149,7.8627787,4.8735495,3.4462845,5.1179543,3.5019033
5708.0,0.3631,1.4624,6.3839999999999995,26.0343,0.059000000000000004,0.7424,1.8785,8.1178,0.349,0.0224,1.7175,16,111,6,28,14,14,8,14,12,7,90,3,195,28,241,11,13,,,,,,,,,,26.260595,18.077564,7.222134,24.67378,8.532486,5.281128,3.3105414,4.747536,3.5401
5708.3330000000005,0.3382,0.0,0.4414,3.5496,0.0,0.1958,0.3113,31.423000000000002,0.0393,0.0143,0.7904,25,21,7,20,24,17,7,12,11,5,25,4,1854,0,9,7,0,3.5,5.2,3.9,69.0,4.5,3.2,4.2,4.2,2.3,2.415024,4.6396275,4.08991,59.899284,6.026059,4.555592,3.6983714,4.097032,4.0119324
5708.6669999999995,0.3485,1.7329,5.8359,20.1842,0.0423,1.3654,1.7522,11.8105,0.2819,0.0187,1.6135,1,92,6,30,16,30,11,10,12,8,96,6,208,29,228,11,13,,,,,,,,,,21.75026,15.1184025,6.5910797,33.20685,8.293614,5.515843,3.1171494,4.1975937,3.2633555
5709.0,0.3728,0.982,6.7165,19.387,0.0242,0.6617,2.1945,12.2494,0.3223,0.0189,1.5193,9,94,4,42,14,31,13,1,9,9,113,4,219,27,192,11,10,16.3,6.7,4.1,53.6,7.4,3.8,1.7,3.2,3.3,20.04931,11.833344,6.4439464,37.93429,8.262282,5.5406384,3.1156883,3.8530319,3.6817777
